,rank,lForm,lemma,frequency,pmw,roma,syll,mora,K_acc_A,K_acc_B,wType_和,wType_外,wType_漢,pos_副詞,pos_動詞,pos_名詞,pos_形容詞,len_syll_1,len_syll_2,len_syll_3,len_syll_4,len_syll_5,len_mora_1,len_mora_2,len_mora_3,len_mora_4,len_mora_5,len_mora_6,len_mora_7
1580,1399,チュウモク,注目,6783,64.8393356,chuumoku,"['チュ', 'ウ', 'モ', 'ク']","['チュ', 'ウ', 'モ', 'ク']",1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1581,2308,チュウモン,注文,4019,38.4179994,chuumon,"['チュ', 'ウ', 'モン']","['チュ', 'ウ', 'モ', 'ン']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1582,528,チョウ,町,17401,166.3377972,chou,"['チョ', 'ウ']","['チョ', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1583,1944,チョウ,兆,4852,46.3807248,chou,"['チョ', 'ウ']","['チョ', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1584,2202,チョウカン,長官,4232,40.4540864,choukan,"['チョ', 'ウ', 'カン']","['チョ', 'ウ', 'カ', 'ン']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1585,1603,チョウキ,長期,5922,56.6089555,chouki,"['チョ', 'ウ', 'キ']","['チョ', 'ウ', 'キ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1586,292,チョウサ,調査,29467,281.6778271,chousa,"['チョ', 'ウ', 'サ']","['チョ', 'ウ', 'サ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1587,2299,チョウシ,調子,4029,38.5135903,choushi,"['チョ', 'ウ', 'シ']","['チョ', 'ウ', 'シ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1588,990,チョウセイ,調整,9547,91.2606718,chousei,"['チョ', 'ウ', 'セイ']","['チョ', 'ウ', 'セ', 'イ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1590,2751,チョウセン,挑戦,3252,31.0861742,chousen,"['チョ', 'ウ', 'セン']","['チョ', 'ウ', 'セ', 'ン']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1593,2555,チョクゴ,直後,3558,34.011257,chokugo,"['チョ', 'ク', 'ゴ']","['チョ', 'ク', 'ゴ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1595,1663,チョクセツ,直接,5682,54.3147729,chokusetsu,"['チョ', 'ク', 'セ', 'ツ']","['チョ', 'ク', 'セ', 'ツ']",1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1597,844,チリョウ,治療,11234,107.3868636,chiryou,"['チ', 'リョ', 'ウ']","['チ', 'リョ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1598,2544,チンギン,賃金,3574,34.1642025,chingin,"['チン', 'ギン']","['チ', 'ン', 'ギ', 'ン']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1600,2088,ツイカ,追加,4506,43.0732782,tsuika,"['ツ', 'イ', 'カ']","['ツ', 'イ', 'カ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1604,1221,ツウジョウ,通常,7916,75.6697892,tsuujou,"['ツウ', 'ジョ', 'ウ']","['ツ', 'ウ', 'ジョ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1605,804,ツウシン,通信,11820,112.9884928,tsuushin,"['ツウ', 'シン']","['ツ', 'ウ', 'シ', 'ン']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1607,2317,ツウチ,通知,3997,38.2076993,tsuuchi,"['ツウ', 'チ']","['ツ', 'ウ', 'チ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1624,2204,ツゴウ,都合,4231,40.4445273,tsugou,"['ツ', 'ゴウ']","['ツ', 'ゴ', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1653,1766,テイアン,提案,5367,51.3036583,teian,"['テイ', 'アン']","['テ', 'イ', 'ア', 'ン']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1655,2063,テイイン,定員,4561,43.5990284,teiin,"['テイ', 'イン']","['テ', 'イ', 'イ', 'ン']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1656,1358,テイカ,低下,7026,67.1621954,teika,"['テイ', 'カ']","['テ', 'イ', 'カ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1657,2296,テイキ,定期,4040,38.6187403,teiki,"['テイ', 'キ']","['テ', 'イ', 'キ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1658,2437,テイギ,定義,3760,35.942194,teigi,"['テイ', 'ギ']","['テ', 'イ', 'ギ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1659,817,テイキョウ,提供,11684,111.688456,teikyou,"['テイ', 'キョ', 'ウ']","['テ', 'イ', 'キョ', 'ウ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1660,2021,テイコウ,抵抗,4655,44.4975832,teikou,"['テイ', 'コウ']","['テ', 'イ', 'コ', 'ウ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1661,2594,テイコク,帝国,3492,33.3803567,teikoku,"['テイ', 'コ', 'ク']","['テ', 'イ', 'コ', 'ク']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1662,2469,テイシ,停止,3694,35.3112938,teishi,"['テイ', 'シ']","['テ', 'イ', 'シ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1663,1251,テイシュツ,提出,7717,73.7675295,teishutsu,"['テイ', 'シュ', 'ツ']","['テ', 'イ', 'シュ', 'ツ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1664,411,テイド,程度,20968,200.435086,teido,"['テイ', 'ド']","['テ', 'イ', 'ド']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1670,1481,テキ,敵,6420,61.3693844,teki,"['テ', 'キ']","['テ', 'キ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1674,2417,テキトウ,適当,3796,36.2863214,tekitou,"['テ', 'キ', 'トウ']","['テ', 'キ', 'ト', 'ウ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1675,1200,テキヨウ,適用,8072,77.1610079,tekiyou,"['テ', 'キ', 'ヨウ']","['テ', 'キ', 'ヨ', 'ウ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1681,2369,テツガク,哲学,3892,37.2039944,tetsugaku,"['テ', 'ツ', 'ガ', 'ク']","['テ', 'ツ', 'ガ', 'ク']",1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1683,2043,テッテイ,徹底,4607,44.0387467,tettei,"['テッ', 'テイ']","['テ', 'ッ', 'テ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1684,1785,テツドウ,鉄道,5309,50.7492308,tetsudou,"['テ', 'ツ', 'ドウ']","['テ', 'ツ', 'ド', 'ウ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1690,190,テン,点,42658,407.771838,ten,['テン'],"['テ', 'ン']",1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1691,2325,テン,天,3968,37.9304856,ten,['テン'],"['テ', 'ン']",1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1692,1020,テンカイ,展開,9312,89.0142847,tenkai,"['テン', 'カイ']","['テ', 'ン', 'カ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1693,2058,テンカン,転換,4574,43.7232966,tenkan,"['テン', 'カン']","['テ', 'ン', 'カ', 'ン']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1694,2392,テンキ,天気,3842,36.7260397,tenki,"['テン', 'キ']","['テ', 'ン', 'キ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1695,1157,デンキ,電気,8377,80.0765316,denki,"['デン', 'キ']","['デ', 'ン', 'キ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1696,2111,テンジ,展示,4436,42.4041416,tenji,"['テン', 'ジ']","['テ', 'ン', 'ジ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1697,1430,デンシ,電子,6610,63.1856123,denshi,"['デン', 'シ']","['デ', 'ン', 'シ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1698,1978,デンシャ,電車,4776,45.6542336,densha,"['デン', 'シャ']","['デ', 'ン', 'シャ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1699,1612,デントウ,伝統,5892,56.3221827,dentou,"['デン', 'トウ']","['デ', 'ン', 'ト', 'ウ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1700,1111,テンノウ,天皇,8583,82.045705,tennou,"['テン', 'ノウ']","['テ', 'ン', 'ノ', 'ウ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1701,290,デンワ,電話,29494,281.9359227,denwa,"['デン', 'ワ']","['デ', 'ン', 'ワ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1704,772,ト,都,12223,116.8408077,to,['ト'],['ト'],1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1705,164,ド,度,54088,517.032284,do,['ド'],['ド'],1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1716,2292,トウイツ,統一,4043,38.6474176,touitsu,"['トウ', 'イ', 'ツ']","['ト', 'ウ', 'イ', 'ツ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1718,767,トウガイ,当該,12376,118.3033491,tougai,"['トウ', 'ガイ']","['ト', 'ウ', 'ガ', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1719,2378,トウキ,登記,3871,37.0032534,touki,"['トウ', 'キ']","['ト', 'ウ', 'キ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1721,2281,ドウグ,道具,4066,38.8672768,dougu,"['ドウ', 'グ']","['ド', 'ウ', 'グ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1722,1752,トウケイ,統計,5405,51.6669038,toukei,"['トウ', 'ケイ']","['ト', 'ウ', 'ケ', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1723,2680,トウゴウ,統合,3351,32.0325245,tougou,"['トウ', 'ゴウ']","['ト', 'ウ', 'ゴ', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1724,2267,ドウコウ,動向,4086,39.0584587,doukou,"['ドウ', 'コウ']","['ド', 'ウ', 'コ', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1725,2197,ドウサン,動産,4242,40.5496774,dousan,"['ドウ', 'サン']","['ド', 'ウ', 'サ', 'ン']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1726,737,トウシ,投資,12819,122.5380278,toushi,"['トウ', 'シ']","['ト', 'ウ', 'シ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1727,524,トウジ,当時,17505,167.331943,touji,"['トウ', 'ジ']","['ト', 'ウ', 'ジ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1728,668,ドウジ,同時,13913,132.9956768,douji,"['ドウ', 'ジ']","['ド', 'ウ', 'ジ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1729,2475,トウジツ,当日,3687,35.2443801,toujitsu,"['トウ', 'ジ', 'ツ']","['ト', 'ウ', 'ジ', 'ツ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1730,2090,トウショ,当初,4504,43.05416,tousho,"['トウ', 'ショ']","['ト', 'ウ', 'ショ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1731,1134,トウジョウ,登場,8490,81.1567093,toujou,"['トウ', 'ジョ', 'ウ']","['ト', 'ウ', 'ジョ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1735,2275,トウチャク,到着,4072,38.9246314,touchaku,"['トウ', 'チャ', 'ク']","['ト', 'ウ', 'チャ', 'ク']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1736,1180,ドウニュウ,導入,8160,78.0022082,dounyuu,"['ドウ', 'ニュ', 'ウ']","['ド', 'ウ', 'ニュ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1737,2753,トウヒョウ,投票,3247,31.0383787,touhyou,"['トウ', 'ヒョ', 'ウ']","['ト', 'ウ', 'ヒョ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1738,993,ドウブツ,動物,9483,90.6488898,doubutsu,"['ドウ', 'ブ', 'ツ']","['ド', 'ウ', 'ブ', 'ツ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1740,784,ドウロ,道路,12058,115.2635572,douro,"['ドウ', 'ロ']","['ド', 'ウ', 'ロ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1741,902,トウロク,登録,10609,101.4124298,touroku,"['トウ', 'ロ', 'ク']","['ト', 'ウ', 'ロ', 'ク']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1749,2812,トクイ,得意,3160,30.2067375,tokui,"['ト', 'ク', 'イ']","['ト', 'ク', 'イ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1751,2684,ドクシャ,読者,3347,31.9942881,dokusha,"['ド', 'ク', 'シャ']","['ド', 'ク', 'シャ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1753,2757,トクセイ,特性,3244,31.0097014,tokusei,"['ト', 'ク', 'セイ']","['ト', 'ク', 'セ', 'イ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1754,1070,トクチョウ,特徴,8934,85.4009471,tokuchou,"['ト', 'ク', 'チョ', 'ウ']","['ト', 'ク', 'チョ', 'ウ']",1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1755,857,トクテイ,特定,11057,105.6949039,tokutei,"['ト', 'ク', 'テイ']","['ト', 'ク', 'テ', 'イ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1758,1475,ドクリツ,独立,6448,61.637039,dokuritsu,"['ド', 'ク', 'リ', 'ツ']","['ド', 'ク', 'リ', 'ツ']",1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1759,1992,トケイ,時計,4747,45.3770199,tokei,"['ト', 'ケイ']","['ト', 'ケ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1764,496,トシ,都市,18556,177.3785509,toshi,"['ト', 'シ']","['ト', 'シ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1766,1411,トショ,図書,6692,63.969458,tosho,"['ト', 'ショ']","['ト', 'ショ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1768,646,トチ,土地,14446,138.090674,tochi,"['ト', 'チ']","['ト', 'チ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1769,1210,トチュウ,途中,7967,76.157303,tochuu,"['ト', 'チュ', 'ウ']","['ト', 'チュ', 'ウ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1788,2586,ドヨウ,土曜,3504,33.4950659,doyou,"['ド', 'ヨウ']","['ド', 'ヨ', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1800,933,ドリョク,努力,10214,97.6365876,doryoku,"['ド', 'リョ', 'ク']","['ド', 'リョ', 'ク']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1812,1713,ナイカク,内閣,5525,52.8139951,naikaku,"['ナイ', 'カ', 'ク']","['ナ', 'イ', 'カ', 'ク']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1813,1601,ナイブ,内部,5928,56.6663101,naibu,"['ナイ', 'ブ']","['ナ', 'イ', 'ブ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1814,324,ナイヨウ,内容,26647,254.7211816,naiyou,"['ナイ', 'ヨウ']","['ナ', 'イ', 'ヨ', 'ウ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1837,1964,ナットク,納得,4809,45.9696837,nattoku,"['ナッ', 'ト', 'ク']","['ナ', 'ッ', 'ト', 'ク']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1861,28,ニ,二,402327,3845.881669,ni,['ニ'],['ニ'],0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1864,1661,ニク,肉,5687,54.3625684,niku,"['ニ', 'ク']","['ニ', 'ク']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1867,66,ニジュウ,二十,157169,1502.393267,nijuu,"['ニ', 'ジュ', 'ウ']","['ニ', 'ジュ', 'ウ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1868,193,ニセン,二千,42567,406.9019604,nisen,"['ニ', 'セン']","['ニ', 'セ', 'ン']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1870,1739,ニチジ,日時,5443,52.0301494,nichiji,"['ニ', 'チ', 'ジ']","['ニ', 'チ', 'ジ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1871,1448,ニチジョウ,日常,6553,62.6407439,nichijou,"['ニ', 'チ', 'ジョ', 'ウ']","['ニ', 'チ', 'ジョ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1872,2145,ニチヨウ,日曜,4358,41.6585323,nichiyou,"['ニ', 'チ', 'ヨウ']","['ニ', 'チ', 'ヨ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1873,2548,ニッキ,日記,3569,34.116407,nikki,"['ニッ', 'キ']","['ニ', 'ッ', 'キ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1876,239,ニヒャク,二百,36086,344.9494712,nihyaku,"['ニ', 'ヒャ', 'ク']","['ニ', 'ヒャ', 'ク']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1877,2015,ニュウイン,入院,4668,44.6218515,nyuuin,"['ニュ', 'ウ', 'イン']","['ニュ', 'ウ', 'イ', 'ン']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1878,2440,ニュウサツ,入札,3744,35.7892485,nyuusatsu,"['ニュ', 'ウ', 'サ', 'ツ']","['ニュ', 'ウ', 'サ', 'ツ']",0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1884,1056,ニンキ,人気,9041,86.4237701,ninki,"['ニン', 'キ']","['ニ', 'ン', 'キ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1885,192,ニンゲン,人間,42617,407.3799151,ningen,"['ニン', 'ゲン']","['ニ', 'ン', 'ゲ', 'ン']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1886,1058,ニンシキ,認識,9028,86.2995019,ninshiki,"['ニン', 'シ', 'キ']","['ニ', 'ン', 'シ', 'キ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1887,2032,ニンシン,妊娠,4629,44.2490468,ninshin,"['ニン', 'シン']","['ニ', 'ン', 'シ', 'ン']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1888,2797,ニンズウ,人数,3178,30.3788012,ninzuu,"['ニン', 'ズウ']","['ニ', 'ン', 'ズ', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1889,1949,ニンテイ,認定,4843,46.2946929,nintei,"['ニン', 'テイ']","['ニ', 'ン', 'テ', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1898,1827,ネツ,熱,5199,49.6977305,netsu,"['ネ', 'ツ']","['ネ', 'ツ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1904,42,ネン,年,246629,2357.549829,nen,['ネン'],"['ネ', 'ン']",0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1905,564,ネンカン,年間,16196,154.8190887,nenkan,"['ネン', 'カン']","['ネ', 'ン', 'カ', 'ン']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1906,750,ネンキン,年金,12512,119.6033859,nenkin,"['ネン', 'キン']","['ネ', 'ン', 'キ', 'ン']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1907,273,ネンド,年度,31877,304.715244,nendo,"['ネン', 'ド']","['ネ', 'ン', 'ド']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1908,2571,ネンリョウ,燃料,3527,33.714925,nenryou,"['ネン', 'リョ', 'ウ']","['ネ', 'ン', 'リョ', 'ウ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1909,932,ネンレイ,年齢,10222,97.7130603,nenrei,"['ネン', 'レイ']","['ネ', 'ン', 'レ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1913,1415,ノウ,脳,6656,63.6253306,nou,['ノウ'],"['ノ', 'ウ']",0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1914,2678,ノウカ,農家,3352,32.0420836,nouka,"['ノウ', 'カ']","['ノ', 'ウ', 'カ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1915,976,ノウギョウ,農業,9681,92.5415904,nougyou,"['ノウ', 'ギョ', 'ウ']","['ノ', 'ウ', 'ギョ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1916,752,ノウリョク,能力,12500,119.4886768,nouryoku,"['ノウ', 'リョ', 'ク']","['ノ', 'ウ', 'リョ', 'ク']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1939,1976,ハアク,把握,4782,45.7115882,haaku,"['ハア', 'ク']","['ハ', 'ア', 'ク']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1941,2331,ハイ,杯,3957,37.8253355,hai,['ハイ'],"['ハ', 'イ']",1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1942,1004,バイ,倍,9441,90.2474078,bai,['バイ'],"['バ', 'イ']",0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1943,2312,ハイキ,廃棄,4013,38.3606448,haiki,"['ハイ', 'キ']","['ハ', 'イ', 'キ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1944,1614,ハイケイ,背景,5881,56.2170327,haikei,"['ハイ', 'ケイ']","['ハ', 'イ', 'ケ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1945,2634,ハイシ,廃止,3439,32.8737248,haishi,"['ハイ', 'シ']","['ハ', 'イ', 'シ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1946,2283,ハイチ,配置,4060,38.8099222,haichi,"['ハイ', 'チ']","['ハ', 'イ', 'チ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1947,2087,ハイリョ,配慮,4511,43.1210737,hairyo,"['ハイ', 'リョ']","['ハ', 'イ', 'リョ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1949,1224,バカ,馬鹿,7890,75.4212528,baka,"['バ', 'カ']","['バ', 'カ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1950,2167,ハカイ,破壊,4323,41.323964,hakai,"['ハ', 'カイ']","['ハ', 'カ', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1951,2510,ハカセ,博士,3633,34.728189,hakase,"['ハ', 'カ', 'セ']","['ハ', 'カ', 'セ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1954,2740,バクフ,幕府,3273,31.2869151,bakufu,"['バ', 'ク', 'フ']","['バ', 'ク', 'フ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1956,1497,ハケン,派遣,6349,60.6906887,haken,"['ハ', 'ケン']","['ハ', 'ケ', 'ン']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1979,70,ハチ,八,148055,1415.271683,hachi,"['ハ', 'チ']","['ハ', 'チ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1980,170,ハチジュウ,八十,49505,473.2229556,hachijuu,"['ハ', 'チ', 'ジュ', 'ウ']","['ハ', 'チ', 'ジュ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1983,2339,ハッキ,発揮,3940,37.6628309,hakki,"['ハッ', 'キ']","['ハ', 'ッ', 'キ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1987,980,ハッケン,発見,9657,92.3121721,hakken,"['ハッ', 'ケン']","['ハ', 'ッ', 'ケ', 'ン']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1988,1947,ハツゲン,発言,4845,46.3138111,hatsugen,"['ハ', 'ツ', 'ゲン']","['ハ', 'ツ', 'ゲ', 'ン']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1989,1505,ハッコウ,発行,6315,60.3656795,hakkou,"['ハッ', 'コウ']","['ハ', 'ッ', 'コ', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
