,rank,lForm,lemma,pos,wType,frequency,pmw,K_acc,len_syll,len_mora,roma,syll,mora
1889,1949,ニンテイ,認定,名詞,漢,4843,46.2946929,B,2,4,nintei,"['ニン', 'テイ']","['ニ', 'ン', 'テ', 'イ']"
1898,1827,ネツ,熱,名詞,漢,5199,49.6977305,B,2,2,netsu,"['ネ', 'ツ']","['ネ', 'ツ']"
1904,42,ネン,年,名詞,漢,246629,2357.549829,B,1,2,nen,['ネン'],"['ネ', 'ン']"
1905,564,ネンカン,年間,名詞,漢,16196,154.8190887,A,2,4,nenkan,"['ネン', 'カン']","['ネ', 'ン', 'カ', 'ン']"
1906,750,ネンキン,年金,名詞,漢,12512,119.6033859,A,2,4,nenkin,"['ネン', 'キン']","['ネ', 'ン', 'キ', 'ン']"
1907,273,ネンド,年度,名詞,漢,31877,304.715244,A,2,3,nendo,"['ネン', 'ド']","['ネ', 'ン', 'ド']"
1908,2571,ネンリョウ,燃料,名詞,漢,3527,33.714925,A,3,4,nenryou,"['ネン', 'リョ', 'ウ']","['ネ', 'ン', 'リョ', 'ウ']"
1909,932,ネンレイ,年齢,名詞,漢,10222,97.7130603,A,2,4,nenrei,"['ネン', 'レイ']","['ネ', 'ン', 'レ', 'イ']"
1913,1415,ノウ,脳,名詞,漢,6656,63.6253306,B,1,2,nou,['ノウ'],"['ノ', 'ウ']"
1914,2678,ノウカ,農家,名詞,漢,3352,32.0420836,B,2,3,nouka,"['ノウ', 'カ']","['ノ', 'ウ', 'カ']"
1915,976,ノウギョウ,農業,名詞,漢,9681,92.5415904,B,3,4,nougyou,"['ノウ', 'ギョ', 'ウ']","['ノ', 'ウ', 'ギョ', 'ウ']"
1916,752,ノウリョク,能力,名詞,漢,12500,119.4886768,B,3,4,nouryoku,"['ノウ', 'リョ', 'ク']","['ノ', 'ウ', 'リョ', 'ク']"
1939,1976,ハアク,把握,名詞,漢,4782,45.7115882,A,2,3,haaku,"['ハア', 'ク']","['ハ', 'ア', 'ク']"
1941,2331,ハイ,杯,名詞,漢,3957,37.8253355,A,1,2,hai,['ハイ'],"['ハ', 'イ']"
1942,1004,バイ,倍,名詞,漢,9441,90.2474078,B,1,2,bai,['バイ'],"['バ', 'イ']"
1943,2312,ハイキ,廃棄,名詞,漢,4013,38.3606448,B,2,3,haiki,"['ハイ', 'キ']","['ハ', 'イ', 'キ']"
1944,1614,ハイケイ,背景,名詞,漢,5881,56.2170327,A,2,4,haikei,"['ハイ', 'ケイ']","['ハ', 'イ', 'ケ', 'イ']"
1945,2634,ハイシ,廃止,名詞,漢,3439,32.8737248,B,2,3,haishi,"['ハイ', 'シ']","['ハ', 'イ', 'シ']"
1946,2283,ハイチ,配置,名詞,漢,4060,38.8099222,B,2,3,haichi,"['ハイ', 'チ']","['ハ', 'イ', 'チ']"
1947,2087,ハイリョ,配慮,名詞,漢,4511,43.1210737,B,2,3,hairyo,"['ハイ', 'リョ']","['ハ', 'イ', 'リョ']"
1949,1224,バカ,馬鹿,名詞,漢,7890,75.4212528,B,2,2,baka,"['バ', 'カ']","['バ', 'カ']"
1950,2167,ハカイ,破壊,名詞,漢,4323,41.323964,B,2,3,hakai,"['ハ', 'カイ']","['ハ', 'カ', 'イ']"
1951,2510,ハカセ,博士,名詞,漢,3633,34.728189,B,3,3,hakase,"['ハ', 'カ', 'セ']","['ハ', 'カ', 'セ']"
1954,2740,バクフ,幕府,名詞,漢,3273,31.2869151,A,3,3,bakufu,"['バ', 'ク', 'フ']","['バ', 'ク', 'フ']"
1956,1497,ハケン,派遣,名詞,漢,6349,60.6906887,A,2,3,haken,"['ハ', 'ケン']","['ハ', 'ケ', 'ン']"
1979,70,ハチ,八,名詞,漢,148055,1415.271683,A,2,2,hachi,"['ハ', 'チ']","['ハ', 'チ']"
1980,170,ハチジュウ,八十,名詞,漢,49505,473.2229556,B,4,4,hachijuu,"['ハ', 'チ', 'ジュ', 'ウ']","['ハ', 'チ', 'ジュ', 'ウ']"
1983,2339,ハッキ,発揮,名詞,漢,3940,37.6628309,B,2,3,hakki,"['ハッ', 'キ']","['ハ', 'ッ', 'キ']"
1987,980,ハッケン,発見,名詞,漢,9657,92.3121721,B,2,4,hakken,"['ハッ', 'ケン']","['ハ', 'ッ', 'ケ', 'ン']"
1988,1947,ハツゲン,発言,名詞,漢,4845,46.3138111,B,3,4,hatsugen,"['ハ', 'ツ', 'ゲン']","['ハ', 'ツ', 'ゲ', 'ン']"
1989,1505,ハッコウ,発行,名詞,漢,6315,60.3656795,B,2,4,hakkou,"['ハッ', 'コウ']","['ハ', 'ッ', 'コ', 'ウ']"
1991,583,ハッセイ,発生,名詞,漢,15699,150.068219,B,2,4,hassei,"['ハッ', 'セイ']","['ハ', 'ッ', 'セ', 'イ']"
1992,1507,ハッセン,八千,名詞,漢,6302,60.2414113,A,2,4,hassen,"['ハッ', 'セン']","['ハ', 'ッ', 'セ', 'ン']"
1993,2061,ハッタツ,発達,名詞,漢,4563,43.6181466,B,3,4,hattatsu,"['ハッ', 'タ', 'ツ']","['ハ', 'ッ', 'タ', 'ツ']"
1994,937,ハッテン,発展,名詞,漢,10149,97.0152465,B,2,4,hatten,"['ハッ', 'テン']","['ハ', 'ッ', 'テ', 'ン']"
1995,1747,ハツバイ,発売,名詞,漢,5419,51.8007312,B,3,4,hatsubai,"['ハ', 'ツ', 'バイ']","['ハ', 'ツ', 'バ', 'イ']"
1996,349,ハッピャク,八百,名詞,漢,24723,236.3294845,B,3,4,happyaku,"['ハッ', 'ピャ', 'ク']","['ハ', 'ッ', 'ピャ', 'ク']"
1997,948,ハッピョウ,発表,名詞,漢,10032,95.8968324,B,3,4,happyou,"['ハッ', 'ピョ', 'ウ']","['ハ', 'ッ', 'ピョ', 'ウ']"
2017,939,ハン,半,名詞,漢,10122,96.7571509,A,1,2,han,['ハン'],"['ハ', 'ン']"
2018,1437,ハン,版,名詞,漢,6587,62.9657531,B,1,2,han,['ハン'],"['ハ', 'ン']"
2019,2622,ハン,藩,名詞,漢,3457,33.0457885,B,1,2,han,['ハン'],"['ハ', 'ン']"
2020,694,バン,番,名詞,漢,13479,128.84703,B,1,2,ban,['バン'],"['バ', 'ン']"
2021,2788,バン,晩,名詞,漢,3196,30.5508649,A,1,2,ban,['バン'],"['バ', 'ン']"
2023,1032,ハンイ,範囲,名詞,漢,9233,88.2591162,B,2,3,han'i,"['ハン', 'イ']","['ハ', 'ン', 'イ']"
2024,2330,ハンエイ,反映,名詞,漢,3959,37.8444537,B,2,4,han'ei,"['ハン', 'エイ']","['ハ', 'ン', 'エ', 'イ']"
2026,2442,ハンケツ,判決,名詞,漢,3741,35.7605712,B,3,4,hanketsu,"['ハン', 'ケ', 'ツ']","['ハ', 'ン', 'ケ', 'ツ']"
2027,1229,バンゴウ,番号,名詞,漢,7871,75.23963,B,2,4,bangou,"['バン', 'ゴウ']","['バ', 'ン', 'ゴ', 'ウ']"
2028,1428,ハンザイ,犯罪,名詞,漢,6612,63.2047305,B,2,4,hanzai,"['ハン', 'ザイ']","['ハ', 'ン', 'ザ', 'イ']"
2029,954,ハンタイ,反対,名詞,漢,9932,94.940923,B,2,4,hantai,"['ハン', 'タイ']","['ハ', 'ン', 'タ', 'イ']"
2030,672,ハンダン,判断,名詞,漢,13874,132.6228721,B,2,4,handan,"['ハン', 'ダン']","['ハ', 'ン', 'ダ', 'ン']"
2031,2020,ハンニン,犯人,名詞,漢,4657,44.5167014,B,2,4,hannin,"['ハン', 'ニン']","['ハ', 'ン', 'ニ', 'ン']"
2032,1170,ハンノウ,反応,名詞,漢,8251,78.8720858,B,2,4,hannou,"['ハン', 'ノウ']","['ハ', 'ン', 'ノ', 'ウ']"
2033,717,ハンバイ,販売,名詞,漢,13088,125.1094241,B,2,4,hanbai,"['ハン', 'バイ']","['ハ', 'ン', 'バ', 'イ']"
2034,1433,ハンブン,半分,名詞,漢,6597,63.0613441,B,2,4,hanbun,"['ハン', 'ブン']","['ハ', 'ン', 'ブ', 'ン']"
2037,1383,ヒ,比,名詞,漢,6865,65.6231813,A,1,1,hi,['ヒ'],['ヒ']
2040,820,ヒガイ,被害,名詞,漢,11656,111.4208013,B,2,3,higai,"['ヒ', 'ガイ']","['ヒ', 'ガ', 'イ']"
2041,803,ヒカク,比較,名詞,漢,11830,113.0840837,B,3,3,hikaku,"['ヒ', 'カ', 'ク']","['ヒ', 'カ', 'ク']"
2047,1533,ヒコウ,飛行,名詞,漢,6162,58.9031381,A,2,3,hikou,"['ヒ', 'コウ']","['ヒ', 'コ', 'ウ']"
2051,1628,ビジュツ,美術,名詞,漢,5818,55.6148097,A,3,3,bijutsu,"['ビ', 'ジュ', 'ツ']","['ビ', 'ジュ', 'ツ']"
2056,128,ヒツヨウ,必要,名詞,漢,70606,674.9294011,B,3,4,hitsuyou,"['ヒ', 'ツ', 'ヨウ']","['ヒ', 'ツ', 'ヨ', 'ウ']"
2057,1722,ヒテイ,否定,名詞,漢,5497,52.5463405,A,2,3,hitei,"['ヒ', 'テイ']","['ヒ', 'テ', 'イ']"
2065,1426,ヒハン,批判,名詞,漢,6623,63.3098805,B,2,3,hihan,"['ヒ', 'ハン']","['ヒ', 'ハ', 'ン']"
2068,2539,ヒフ,皮膚,名詞,漢,3586,34.2789116,A,2,2,hifu,"['ヒ', 'フ']","['ヒ', 'フ']"
2069,2007,ヒミツ,秘密,名詞,漢,4691,44.8417106,A,3,3,himitsu,"['ヒ', 'ミ', 'ツ']","['ヒ', 'ミ', 'ツ']"
2070,124,ヒャク,百,名詞,漢,72617,694.1527394,A,2,2,hyaku,"['ヒャ', 'ク']","['ヒャ', 'ク']"
2071,381,ヒョウ,表,名詞,漢,22851,218.4348603,A,2,2,hyou,"['ヒョ', 'ウ']","['ヒョ', 'ウ']"
2072,1096,ヒヨウ,費用,名詞,漢,8673,82.9060235,B,2,3,hiyou,"['ヒ', 'ヨウ']","['ヒ', 'ヨ', 'ウ']"
2073,1932,ビョウ,秒,名詞,漢,4876,46.610143,B,2,2,byou,"['ビョ', 'ウ']","['ビョ', 'ウ']"
2074,598,ビョウイン,病院,名詞,漢,15384,147.0571043,B,3,4,byouin,"['ビョ', 'ウ', 'イン']","['ビョ', 'ウ', 'イ', 'ン']"
2075,453,ヒョウカ,評価,名詞,漢,19805,189.3178595,A,3,3,hyouka,"['ヒョ', 'ウ', 'カ']","['ヒョ', 'ウ', 'カ']"
2076,1017,ビョウキ,病気,名詞,漢,9340,89.2819393,B,3,3,byouki,"['ビョ', 'ウ', 'キ']","['ビョ', 'ウ', 'キ']"
2077,745,ヒョウゲン,表現,名詞,漢,12624,120.6740045,A,3,4,hyougen,"['ヒョ', 'ウ', 'ゲン']","['ヒョ', 'ウ', 'ゲ', 'ン']"
2078,612,ヒョウジ,表示,名詞,漢,15118,144.5143853,A,3,3,hyouji,"['ヒョ', 'ウ', 'ジ']","['ヒョ', 'ウ', 'ジ']"
2079,1950,ヒョウジュン,標準,名詞,漢,4840,46.2660157,A,3,4,hyoujun,"['ヒョ', 'ウ', 'ジュン']","['ヒョ', 'ウ', 'ジュ', 'ン']"
2080,1204,ヒョウジョウ,表情,名詞,漢,8008,76.5492259,A,4,4,hyoujou,"['ヒョ', 'ウ', 'ジョ', 'ウ']","['ヒョ', 'ウ', 'ジョ', 'ウ']"
2081,2014,ヒョウメン,表面,名詞,漢,4671,44.6505287,A,3,4,hyoumen,"['ヒョ', 'ウ', 'メン']","['ヒョ', 'ウ', 'メ', 'ン']"
2083,1986,ヒリツ,比率,名詞,漢,4766,45.5586427,A,3,3,hiritsu,"['ヒ', 'リ', 'ツ']","['ヒ', 'リ', 'ツ']"
2091,2766,ビン,便,名詞,漢,3235,30.9236696,B,1,2,bin,['ビン'],"['ビ', 'ン']"
2093,283,ブ,部,名詞,漢,30479,291.3516304,B,1,1,bu,['ブ'],['ブ']
2096,916,フアン,不安,名詞,漢,10386,99.2807518,A,2,3,fuan,"['フ', 'アン']","['フ', 'ア', 'ン']"
2098,452,フウ,風,名詞,漢,19826,189.5186005,A,1,2,fuu,['フウ'],"['フ', 'ウ']"
2099,2349,フウケイ,風景,名詞,漢,3928,37.5481218,A,2,4,fuukei,"['フウ', 'ケイ']","['フ', 'ウ', 'ケ', 'イ']"
2100,1334,フウフ,夫婦,名詞,漢,7161,68.4526732,A,2,3,fuufu,"['フウ', 'フ']","['フ', 'ウ', 'フ']"
2103,1824,フキュウ,普及,名詞,漢,5212,49.8219987,A,3,3,fukyuu,"['フ', 'キュ', 'ウ']","['フ', 'キュ', 'ウ']"
2104,2556,フキン,付近,名詞,漢,3552,33.9539024,A,2,3,fukin,"['フ', 'キン']","['フ', 'キ', 'ン']"
2105,1617,フク,服,名詞,漢,5867,56.0832053,B,2,2,fuku,"['フ', 'ク']","['フ', 'ク']"
2107,2024,フクザツ,複雑,名詞,漢,4644,44.3924332,B,4,4,fukuzatsu,"['フ', 'ク', 'ザ', 'ツ']","['フ', 'ク', 'ザ', 'ツ']"
2108,671,フクシ,福祉,名詞,漢,13891,132.7853767,B,3,3,fukushi,"['フ', 'ク', 'シ']","['フ', 'ク', 'シ']"
2109,2011,フクスウ,複数,名詞,漢,4684,44.774797,B,3,4,fukusuu,"['フ', 'ク', 'スウ']","['フ', 'ク', 'ス', 'ウ']"
2114,1280,フシギ,不思議,名詞,漢,7568,72.3432245,A,3,3,fushigi,"['フ', 'シ', 'ギ']","['フ', 'シ', 'ギ']"
2115,2274,フジン,夫人,名詞,漢,4075,38.9533086,A,2,3,fujin,"['フ', 'ジン']","['フ', 'ジ', 'ン']"
2116,2388,フジン,婦人,名詞,漢,3847,36.7738352,A,2,3,fujin,"['フ', 'ジン']","['フ', 'ジ', 'ン']"
2118,1498,フソク,不足,名詞,漢,6342,60.6237751,A,3,3,fusoku,"['フ', 'ソ', 'ク']","['フ', 'ソ', 'ク']"
2120,1670,ブタイ,舞台,名詞,漢,5657,54.0757956,A,2,3,butai,"['ブ', 'タイ']","['ブ', 'タ', 'イ']"
2121,2463,ブタイ,部隊,名詞,漢,3705,35.4164438,A,2,3,butai,"['ブ', 'タイ']","['ブ', 'タ', 'イ']"
2124,807,フタン,負担,名詞,漢,11784,112.6443654,B,2,3,futan,"['フ', 'タン']","['フ', 'タ', 'ン']"
2126,468,フツウ,普通,名詞,漢,19319,184.6721398,A,2,3,futsuu,"['フ', 'ツウ']","['フ', 'ツ', 'ウ']"
2127,1197,ブッシツ,物質,名詞,漢,8074,77.1801261,B,3,4,busshitsu,"['ブッ', 'シ', 'ツ']","['ブ', 'ッ', 'シ', 'ツ']"
2130,344,ブブン,部分,名詞,漢,24795,237.0177393,A,2,3,bubun,"['ブ', 'ブン']","['ブ', 'ブ', 'ン']"
2132,2620,フマン,不満,名詞,漢,3459,33.0649066,A,2,3,fuman,"['フ', 'マン']","['フ', 'マ', 'ン']"
2133,2318,フメイ,不明,名詞,漢,3996,38.1981402,A,2,3,fumei,"['フ', 'メイ']","['フ', 'メ', 'イ']"
2134,1640,ブモン,部門,名詞,漢,5769,55.1464141,B,2,3,bumon,"['ブ', 'モン']","['ブ', 'モ', 'ン']"
2155,238,フン,分,名詞,漢,36200,346.039208,B,1,2,fun,['フン'],"['フ', 'ン']"
2156,476,ブン,分,名詞,漢,19123,182.7985573,B,1,2,bun,['ブン'],"['ブ', 'ン']"
2157,1285,ブン,文,名詞,漢,7526,71.9417425,A,1,2,bun,['ブン'],"['ブ', 'ン']"
2158,1604,フンイキ,雰囲気,名詞,漢,5921,56.5993964,B,3,4,fun'iki,"['フン', 'イ', 'キ']","['フ', 'ン', 'イ', 'キ']"
2159,423,ブンカ,文化,名詞,漢,20569,196.6210074,A,2,3,bunka,"['ブン', 'カ']","['ブ', 'ン', 'カ']"
2160,1682,ブンガク,文学,名詞,漢,5610,53.6265181,A,3,4,bungaku,"['ブン', 'ガ', 'ク']","['ブ', 'ン', 'ガ', 'ク']"
2161,1694,ブンショ,文書,名詞,漢,5582,53.3588635,A,2,3,bunsho,"['ブン', 'ショ']","['ブ', 'ン', 'ショ']"
2162,1735,ブンショウ,文章,名詞,漢,5456,52.1544176,A,3,4,bunshou,"['ブン', 'ショ', 'ウ']","['ブ', 'ン', 'ショ', 'ウ']"
2163,1216,ブンセキ,分析,名詞,漢,7953,76.0234757,B,3,4,bunseki,"['ブン', 'セ', 'キ']","['ブ', 'ン', 'セ', 'キ']"
2164,2718,ブンメイ,文明,名詞,漢,3296,31.5067743,A,2,4,bunmei,"['ブン', 'メイ']","['ブ', 'ン', 'メ', 'イ']"
2165,1078,ブンヤ,分野,名詞,漢,8874,84.8274014,B,2,3,bunya,"['ブン', 'ヤ']","['ブ', 'ン', 'ヤ']"
2166,2248,ブンルイ,分類,名詞,漢,4130,39.4790588,B,3,4,bunrui,"['ブン', 'ル', 'イ']","['ブ', 'ン', 'ル', 'イ']"
2168,2269,ヘイ,兵,名詞,漢,4085,39.0488996,B,1,2,hei,['ヘイ'],"['ヘ', 'イ']"
2169,1526,ベイ,米,名詞,漢,6199,59.2568246,A,1,2,bei,['ベイ'],"['ベ', 'イ']"
2170,1014,ヘイキン,平均,名詞,漢,9375,89.6165076,B,2,4,heikin,"['ヘイ', 'キン']","['ヘ', 'イ', 'キ', 'ン']"
2173,1488,ヘイワ,平和,名詞,漢,6378,60.9679024,B,2,3,heiwa,"['ヘイ', 'ワ']","['ヘ', 'イ', 'ワ']"
2178,263,ベツ,別,名詞,漢,33053,315.9567387,B,2,2,betsu,"['ベ', 'ツ']","['ベ', 'ツ']"
2183,1634,ヘン,変,名詞,漢,5792,55.3662733,A,1,2,hen,['ヘン'],"['ヘ', 'ン']"
2184,1733,ヘン,辺,名詞,漢,5465,52.2404495,A,1,2,hen,['ヘン'],"['ヘ', 'ン']"
2185,1841,ヘン,編,名詞,漢,5150,49.2293348,A,1,2,hen,['ヘン'],"['ヘ', 'ン']"
2186,464,ヘンカ,変化,名詞,漢,19416,185.5993719,B,2,3,henka,"['ヘン', 'カ']","['ヘ', 'ン', 'カ']"
2187,1038,ベンキョウ,勉強,名詞,漢,9154,87.5039478,A,3,4,benkyou,"['ベン', 'キョ', 'ウ']","['ベ', 'ン', 'キョ', 'ウ']"
2188,1544,ベンゴ,弁護,名詞,漢,6122,58.5207743,A,2,3,bengo,"['ベン', 'ゴ']","['ベ', 'ン', 'ゴ']"
2189,827,ヘンコウ,変更,名詞,漢,11553,110.4362146,B,2,4,henkou,"['ヘン', 'コウ']","['ヘ', 'ン', 'コ', 'ウ']"
2190,2017,ヘンジ,返事,名詞,漢,4667,44.6122924,B,2,3,henji,"['ヘン', 'ジ']","['ヘ', 'ン', 'ジ']"
2191,1650,ヘンシュウ,編集,名詞,漢,5748,54.9456731,B,3,4,henshuu,"['ヘン', 'シュ', 'ウ']","['ヘ', 'ン', 'シュ', 'ウ']"
2192,2513,ヘンドウ,変動,名詞,漢,3629,34.6899526,B,2,4,hendou,"['ヘン', 'ドウ']","['ヘ', 'ン', 'ド', 'ウ']"
2193,2143,ベンリ,便利,名詞,漢,4359,41.6680914,A,2,3,benri,"['ベン', 'リ']","['ベ', 'ン', 'リ']"
2194,2040,ホ,歩,名詞,漢,4610,44.067424,B,1,1,ho,['ホ'],['ホ']
2195,1551,ホイク,保育,名詞,漢,6110,58.4060652,A,2,3,hoiku,"['ホイ', 'ク']","['ホ', 'イ', 'ク']"
2198,197,ホウ,法,名詞,漢,42149,402.906259,A,1,2,hou,['ホウ'],"['ホ', 'ウ']"
2199,1838,ボウエイ,防衛,名詞,漢,5159,49.3153667,A,2,4,bouei,"['ボウ', 'エイ']","['ボ', 'ウ', 'エ', 'イ']"
2200,1391,ボウエキ,貿易,名詞,漢,6804,65.0400765,A,3,4,boueki,"['ボウ', 'エ', 'キ']","['ボ', 'ウ', 'エ', 'キ']"
2201,826,ホウコウ,方向,名詞,漢,11555,110.4553328,A,2,4,houkou,"['ホウ', 'コウ']","['ホ', 'ウ', 'コ', 'ウ']"
2202,600,ホウコク,報告,名詞,漢,15331,146.5504723,A,3,4,houkoku,"['ホウ', 'コ', 'ク']","['ホ', 'ウ', 'コ', 'ク']"
2204,1089,ボウシ,防止,名詞,漢,8756,83.6994283,A,2,3,boushi,"['ボウ', 'シ']","['ボ', 'ウ', 'シ']"
2205,1583,ホウシキ,方式,名詞,漢,5997,57.3258876,A,3,4,houshiki,"['ホウ', 'シ', 'キ']","['ホ', 'ウ', 'シ', 'キ']"
2206,2172,ホウシャ,放射,名詞,漢,4311,41.2092549,A,2,3,housha,"['ホウ', 'シャ']","['ホ', 'ウ', 'シャ']"
2207,1604,ホウシン,方針,名詞,漢,5921,56.5993964,A,2,4,houshin,"['ホウ', 'シン']","['ホ', 'ウ', 'シ', 'ン']"
2208,747,ホウジン,法人,名詞,漢,12599,120.4350271,A,2,4,houjin,"['ホウ', 'ジン']","['ホ', 'ウ', 'ジ', 'ン']"
2209,862,ホウソウ,放送,名詞,漢,11000,105.1500356,A,2,4,housou,"['ホウ', 'ソウ']","['ホ', 'ウ', 'ソ', 'ウ']"
2210,2109,ホウドウ,報道,名詞,漢,4447,42.5092917,A,2,4,houdou,"['ホウ', 'ドウ']","['ホ', 'ウ', 'ド', 'ウ']"
2211,260,ホウホウ,方法,名詞,漢,33321,318.5185759,A,2,4,houhou,"['ホウ', 'ホウ']","['ホ', 'ウ', 'ホ', 'ウ']"
2212,2741,ホウメン,方面,名詞,漢,3272,31.277356,A,2,4,houmen,"['ホウ', 'メン']","['ホ', 'ウ', 'メ', 'ン']"
2213,1719,ホウモン,訪問,名詞,漢,5509,52.6610496,A,2,4,houmon,"['ホウ', 'モン']","['ホ', 'ウ', 'モ', 'ン']"
2214,578,ホウリツ,法律,名詞,漢,15824,151.2631057,A,3,4,houritsu,"['ホウ', 'リ', 'ツ']","['ホ', 'ウ', 'リ', 'ツ']"
2215,2077,ボウリョク,暴力,名詞,漢,4531,43.3122556,A,3,4,bouryoku,"['ボウ', 'リョ', 'ク']","['ボ', 'ウ', 'リョ', 'ク']"
2221,329,ホケン,保険,名詞,漢,26042,248.9379297,A,2,3,hoken,"['ホ', 'ケン']","['ホ', 'ケ', 'ン']"
2222,1199,ホケン,保健,名詞,漢,8073,77.170567,A,2,3,hoken,"['ホ', 'ケン']","['ホ', 'ケ', 'ン']"
2223,608,ホゴ,保護,名詞,漢,15156,144.8776308,A,2,2,hogo,"['ホ', 'ゴ']","['ホ', 'ゴ']"
2226,1439,ボシュウ,募集,名詞,漢,6572,62.8223667,A,3,3,boshuu,"['ボ', 'シュ', 'ウ']","['ボ', 'シュ', 'ウ']"
2227,1511,ホジョ,補助,名詞,漢,6280,60.0311112,A,2,2,hojo,"['ホ', 'ジョ']","['ホ', 'ジョ']"
2228,1674,ホショウ,保障,名詞,漢,5648,53.9897637,A,3,3,hoshou,"['ホ', 'ショ', 'ウ']","['ホ', 'ショ', 'ウ']"
2229,1731,ホショウ,保証,名詞,漢,5469,52.2786859,A,3,3,hoshou,"['ホ', 'ショ', 'ウ']","['ホ', 'ショ', 'ウ']"
2230,1767,ホゼン,保全,名詞,漢,5353,51.1698309,A,2,3,hozen,"['ホ', 'ゼン']","['ホ', 'ゼ', 'ン']"
2232,1276,ホゾン,保存,名詞,漢,7580,72.4579336,A,2,3,hozon,"['ホ', 'ゾン']","['ホ', 'ゾ', 'ン']"
2241,2592,ホユウ,保有,名詞,漢,3495,33.409034,A,2,3,hoyuu,"['ホ', 'ユウ']","['ホ', 'ユ', 'ウ']"
2243,539,ホン,本,名詞,漢,16984,162.3516549,B,1,2,hon,['ホン'],"['ホ', 'ン']"
2244,2625,ホンカク,本格,名詞,漢,3455,33.0266703,B,3,4,honkaku,"['ホン', 'カ', 'ク']","['ホ', 'ン', 'カ', 'ク']"
2245,2576,ホンジツ,本日,名詞,漢,3524,33.6862478,A,3,4,honjitsu,"['ホン', 'ジ', 'ツ']","['ホ', 'ン', 'ジ', 'ツ']"
2246,248,ホントウ,本当,名詞,漢,35074,335.275668,B,2,4,hontou,"['ホン', 'トウ']","['ホ', 'ン', 'ト', 'ウ']"
2247,1133,ホンニン,本人,名詞,漢,8493,81.1853866,A,2,4,honnin,"['ホン', 'ニン']","['ホ', 'ン', 'ニ', 'ン']"
2248,1941,ホンブ,本部,名詞,漢,4856,46.4189612,A,2,3,honbu,"['ホン', 'ブ']","['ホ', 'ン', 'ブ']"
2249,1394,ホンライ,本来,名詞,漢,6798,64.982722,A,2,4,honrai,"['ホン', 'ライ']","['ホ', 'ン', 'ラ', 'イ']"
2256,798,マイニチ,毎日,名詞,漢,11882,113.5811566,B,3,4,mainichi,"['マイ', 'ニ', 'チ']","['マ', 'イ', 'ニ', 'チ']"
2293,117,マン,万,名詞,漢,76503,731.2993792,B,1,2,man,['マン'],"['マ', 'ン']"
2295,2582,マンガ,漫画,名詞,漢,3510,33.5524204,B,2,3,manga,"['マン', 'ガ']","['マ', 'ン', 'ガ']"
2297,1513,マンゾク,満足,名詞,漢,6279,60.0215521,B,3,4,manzoku,"['マン', 'ゾ', 'ク']","['マ', 'ン', 'ゾ', 'ク']"
2310,2376,ミソ,味噌,名詞,漢,3874,37.0319307,B,2,2,miso,"['ミ', 'ソ']","['ミ', 'ソ']"
2321,2531,ミマン,未満,名詞,漢,3597,34.3840616,A,2,3,miman,"['ミ', 'マン']","['ミ', 'マ', 'ン']"
2323,2745,ミョウ,妙,名詞,漢,3266,31.2200015,A,2,2,myou,"['ミョ', 'ウ']","['ミョ', 'ウ']"
2324,2096,ミライ,未来,名詞,漢,4495,42.9681282,A,2,3,mirai,"['ミ', 'ライ']","['ミ', 'ラ', 'イ']"
2326,1591,ミリョク,魅力,名詞,漢,5957,56.9435238,A,3,3,miryoku,"['ミ', 'リョ', 'ク']","['ミ', 'リョ', 'ク']"
2328,1302,ミンカン,民間,名詞,漢,7380,70.5461148,B,2,4,minkan,"['ミン', 'カン']","['ミ', 'ン', 'カ', 'ン']"
2329,1585,ミンシュ,民主,名詞,漢,5989,57.2494148,B,2,3,minshu,"['ミン', 'シュ']","['ミ', 'ン', 'シュ']"
2330,1581,ミンゾク,民族,名詞,漢,6015,57.4979513,A,3,4,minzoku,"['ミン', 'ゾ', 'ク']","['ミ', 'ン', 'ゾ', 'ク']"
2339,2160,ムシ,無視,名詞,漢,4340,41.4864686,A,2,2,mushi,"['ム', 'シ']","['ム', 'シ']"
2350,927,ムリ,無理,名詞,漢,10276,98.2292514,A,2,2,muri,"['ム', 'リ']","['ム', 'リ']"
2351,1118,ムリョウ,無料,名詞,漢,8558,81.8067277,A,3,3,muryou,"['ム', 'リョ', 'ウ']","['ム', 'リョ', 'ウ']"
2357,1630,メイレイ,命令,名詞,漢,5813,55.5670143,A,2,4,meirei,"['メイ', 'レイ']","['メ', 'イ', 'レ', 'イ']"
2358,2521,メイワク,迷惑,名詞,漢,3616,34.5656844,A,3,4,meiwaku,"['メイ', 'ワ', 'ク']","['メ', 'イ', 'ワ', 'ク']"
2369,555,メン,面,名詞,漢,16463,157.3713669,A,1,2,men,['メン'],"['メ', 'ン']"
2370,2519,メンキョ,免許,名詞,漢,3617,34.5752435,A,2,3,menkyo,"['メン', 'キョ']","['メ', 'ン', 'キョ']"
2371,2133,メンセキ,面積,名詞,漢,4391,41.9739824,A,3,4,menseki,"['メン', 'セ', 'キ']","['メ', 'ン', 'セ', 'キ']"
2372,2102,メンドウ,面倒,名詞,漢,4470,42.7291508,B,2,4,mendou,"['メン', 'ドウ']","['メ', 'ン', 'ド', 'ウ']"
2380,433,モクテキ,目的,名詞,漢,20335,194.3841794,A,4,4,mokuteki,"['モ', 'ク', 'テ', 'キ']","['モ', 'ク', 'テ', 'キ']"
